CustomerID|Name|Age|Country|PurchaseAmount|PurchaseDate
1199|Customer_199|38|Germany|147.0|2024-07-17
1200|Customer_200|39|France|148.5|2024-07-18
1201|Customer_201|40|USA|150.0|2024-07-19
1202|Customer_202|41|Canada|151.5|2024-07-20
1203|Customer_203|42|UK|153.0|2024-07-21
1204|Customer_204|43|Germany|154.5|2024-07-22
1205|Customer_205|44|France|156.0|2024-07-23
1206|Customer_206|45|USA|157.5|2024-07-24
1207|Customer_207|46|Canada|159.0|2024-07-25
1208|Customer_208|47|UK|160.5|2024-07-26
1209|Customer_209|48|Germany|162.0|2024-07-27
1210|Customer_210|49|France|163.5|2024-07-28
1211|Customer_211|20|USA|165.0|2024-07-29
1212|Customer_212|21|Canada|166.5|2024-07-30
1213|Customer_213|22|UK|168.0|2024-07-31
1214|Customer_214|23|Germany|169.5|2024-08-01
1215|Customer_215|24|France|171.0|2024-08-02
1216|Customer_216|25|USA|172.5|2024-08-03
1217|Customer_217|26|Canada|174.0|2024-08-04
1218|Customer_218|27|UK|175.5|2024-08-05
1219|Customer_219|28|Germany|177.0|2024-08-06
1220|Customer_220|29|France|178.5|2024-08-07
1221|Customer_221|30|USA|180.0|2024-08-08
1222|Customer_222|31|Canada|181.5|2024-08-09
1223|Customer_223|32|UK|183.0|2024-08-10
1224|Customer_224|33|Germany|184.5|2024-08-11
1225|Customer_225|34|France|186.0|2024-08-12
1226|Customer_226|35|USA|187.5|2024-08-13
1227|Customer_227|36|Canada|189.0|2024-08-14
1228|Customer_228|37|UK|190.5|2024-08-15
1229|Customer_229|38|Germany|192.0|2024-08-16
1230|Customer_230|39|France|193.5|2024-08-17
1231|Customer_231|40|USA|195.0|2024-08-18
1232|Customer_232|41|Canada|196.5|2024-08-19
1233|Customer_233|42|UK|198.0|2024-08-20
1234|Customer_234|43|Germany|199.5|2024-08-21
1235|Customer_235|44|France|201.0|2024-08-22
1236|Customer_236|45|USA|202.5|2024-08-23
1237|Customer_237|46|Canada|204.0|2024-08-24
1238|Customer_238|47|UK|205.5|2024-08-25
1239|Customer_239|48|Germany|207.0|2024-08-26
1240|Customer_240|49|France|208.5|2024-08-27
1241|Customer_241|20|USA|210.0|2024-08-28
1242|Customer_242|21|Canada|211.5|2024-08-29
1243|Customer_243|22|UK|213.0|2024-08-30
1244|Customer_244|23|Germany|214.5|2024-08-31
1245|Customer_245|24|France|216.0|2024-09-01
1246|Customer_246|25|USA|217.5|2024-09-02
1247|Customer_247|26|Canada|219.0|2024-09-03
1248|Customer_248|27|UK|220.5|2024-09-04
1249|Customer_249|28|Germany|222.0|2024-09-05
1250|Customer_250|29|France|223.5|2024-09-06
1251|Customer_251|30|USA|225.0|2024-09-07
1252|Customer_252|31|Canada|226.5|2024-09-08
1253|Customer_253|32|UK|228.0|2024-09-09
1254|Customer_254|33|Germany|229.5|2024-09-10
1255|Customer_255|34|France|231.0|2024-09-11
1256|Customer_256|35|USA|232.5|2024-09-12
1257|Customer_257|36|Canada|234.0|2024-09-13
1258|Customer_258|37|UK|235.5|2024-09-14
1259|Customer_259|38|Germany|237.0|2024-09-15
1260|Customer_260|39|France|238.5|2024-09-16
1261|Customer_261|40|USA|240.0|2024-09-17
1262|Customer_262|41|Canada|241.5|2024-09-18
1263|Customer_263|42|UK|243.0|2024-09-19
1264|Customer_264|43|Germany|244.5|2024-09-20
1265|Customer_265|44|France|246.0|2024-09-21
1266|Customer_266|45|USA|247.5|2024-09-22
1267|Customer_267|46|Canada|249.0|2024-09-23
1268|Customer_268|47|UK|50.5|2024-09-24
1269|Customer_269|48|Germany|52.0|2024-09-25
1270|Customer_270|49|France|53.5|2024-09-26
1271|Customer_271|20|USA|55.0|2024-09-27
1272|Customer_272|21|Canada|56.5|2024-09-28
1273|Customer_273|22|UK|58.0|2024-09-29
1274|Customer_274|23|Germany|59.5|2024-09-30
1275|Customer_275|24|France|61.0|2024-10-01
1276|Customer_276|25|USA|62.5|2024-10-02
1277|Customer_277|26|Canada|64.0|2024-10-03
1278|Customer_278|27|UK|65.5|2024-10-04
1279|Customer_279|28|Germany|67.0|2024-10-05
1280|Customer_280|29|France|68.5|2024-10-06
1281|Customer_281|30|USA|70.0|2024-10-07
1282|Customer_282|31|Canada|71.5|2024-10-08
1283|Customer_283|32|UK|73.0|2024-10-09
1284|Customer_284|33|Germany|74.5|2024-10-10
1285|Customer_285|34|France|76.0|2024-10-11
1286|Customer_286|35|USA|77.5|2024-10-12
1287|Customer_287|36|Canada|79.0|2024-10-13
1288|Customer_288|37|UK|80.5|2024-10-14
1289|Customer_289|38|Germany|82.0|2024-10-15
1290|Customer_290|39|France|83.5|2024-10-16
1291|Customer_291|40|USA|85.0|2024-10-17
1292|Customer_292|41|Canada|86.5|2024-10-18
1293|Customer_293|42|UK|88.0|2024-10-19
1294|Customer_294|43|Germany|89.5|2024-10-20
1295|Customer_295|44|France|91.0|2024-10-21
1296|Customer_296|45|USA|92.5|2024-10-22
1297|Customer_297|46|Canada|94.0|2024-10-23
1298|Customer_298|47|UK|95.5|2024-10-24
1299|Customer_299|48|Germany|97.0|2024-10-25
1300|Customer_300|49|France|98.5|2024-10-26
1301|Customer_301|20|USA|100.0|2024-10-27
1302|Customer_302|21|Canada|101.5|2024-10-28
1303|Customer_303|22|UK|103.0|2024-10-29
1304|Customer_304|23|Germany|104.5|2024-10-30
1305|Customer_305|24|France|106.0|2024-10-31
1306|Customer_306|25|USA|107.5|2024-11-01
1307|Customer_307|26|Canada|109.0|2024-11-02
1308|Customer_308|27|UK|110.5|2024-11-03
1309|Customer_309|28|Germany|112.0|2024-11-04
1310|Customer_310|29|France|113.5|2024-11-05
1311|Customer_311|30|USA|115.0|2024-11-06
1312|Customer_312|31|Canada|116.5|2024-11-07
1313|Customer_313|32|UK|118.0|2024-11-08
1314|Customer_314|33|Germany|119.5|2024-11-09
1315|Customer_315|34|France|121.0|2024-11-10
1316|Customer_316|35|USA|122.5|2024-11-11
1317|Customer_317|36|Canada|124.0|2024-11-12
1318|Customer_318|37|UK|125.5|2024-11-13
1319|Customer_319|38|Germany|127.0|2024-11-14
1320|Customer_320|39|France|128.5|2024-11-15
1321|Customer_321|40|USA|130.0|2024-11-16
1322|Customer_322|41|Canada|131.5|2024-11-17
1323|Customer_323|42|UK|133.0|2024-11-18
1324|Customer_324|43|Germany|134.5|2024-11-19
1325|Customer_325|44|France|136.0|2024-11-20
1326|Customer_326|45|USA|137.5|2024-11-21
1327|Customer_327|46|Canada|139.0|2024-11-22
1328|Customer_328|47|UK|140.5|2024-11-23
1329|Customer_329|48|Germany|142.0|2024-11-24
1330|Customer_330|49|France|143.5|2024-11-25
1331|Customer_331|20|USA|145.0|2024-11-26
1332|Customer_332|21|Canada|146.5|2024-11-27
1333|Customer_333|22|UK|148.0|2024-11-28
1334|Customer_334|23|Germany|149.5|2024-11-29
1335|Customer_335|24|France|151.0|2024-11-30
1336|Customer_336|25|USA|152.5|2024-12-01
1337|Customer_337|26|Canada|154.0|2024-12-02
1338|Customer_338|27|UK|155.5|2024-12-03
1339|Customer_339|28|Germany|157.0|2024-12-04
1340|Customer_340|29|France|158.5|2024-12-05
1341|Customer_341|30|USA|160.0|2024-12-06
1342|Customer_342|31|Canada|161.5|2024-12-07
1343|Customer_343|32|UK|163.0|2024-12-08
1344|Customer_344|33|Germany|164.5|2024-12-09
1345|Customer_345|34|France|166.0|2024-12-10
1346|Customer_346|35|USA|167.5|2024-12-11
1347|Customer_347|36|Canada|169.0|2024-12-12
1348|Customer_348|37|UK|170.5|2024-12-13
1349|Customer_349|38|Germany|172.0|2024-12-14
1350|Customer_350|39|France|173.5|2024-12-15
1351|Customer_351|40|USA|175.0|2024-12-16
1352|Customer_352|41|Canada|176.5|2024-12-17
1353|Customer_353|42|UK|178.0|2024-12-18
1354|Customer_354|43|Germany|179.5|2024-12-19
1355|Customer_355|44|France|181.0|2024-12-20
1356|Customer_356|45|USA|182.5|2024-12-21
1357|Customer_357|46|Canada|184.0|2024-12-22
1358|Customer_358|47|UK|185.5|2024-12-23
1359|Customer_359|48|Germany|187.0|2024-12-24
1360|Customer_360|49|France|188.5|2024-12-25
1361|Customer_361|20|USA|190.0|2024-12-26
1362|Customer_362|21|Canada|191.5|2024-12-27
1363|Customer_363|22|UK|193.0|2024-12-28
1364|Customer_364|23|Germany|194.5|2024-12-29
1365|Customer_365|24|France|196.0|2024-12-30
1366|Customer_366|25|USA|197.5|2024-12-31
1367|Customer_367|26|Canada|199.0|2025-01-01
1368|Customer_368|27|UK|200.5|2025-01-02
1369|Customer_369|28|Germany|202.0|2025-01-03
1370|Customer_370|29|France|203.5|2025-01-04
1371|Customer_371|30|USA|205.0|2025-01-05
1372|Customer_372|31|Canada|206.5|2025-01-06
1373|Customer_373|32|UK|208.0|2025-01-07
1374|Customer_374|33|Germany|209.5|2025-01-08
1375|Customer_375|34|France|211.0|2025-01-09
1376|Customer_376|35|USA|212.5|2025-01-10
1377|Customer_377|36|Canada|214.0|2025-01-11
1378|Customer_378|37|UK|215.5|2025-01-12
1379|Customer_379|38|Germany|217.0|2025-01-13
1380|Customer_380|39|France|218.5|2025-01-14
1381|Customer_381|40|USA|220.0|2025-01-15
1382|Customer_382|41|Canada|221.5|2025-01-16
1383|Customer_383|42|UK|223.0|2025-01-17
1384|Customer_384|43|Germany|224.5|2025-01-18
1385|Customer_385|44|France|226.0|2025-01-19
1386|Customer_386|45|USA|227.5|2025-01-20
1387|Customer_387|46|Canada|229.0|2025-01-21
1388|Customer_388|47|UK|230.5|2025-01-22
1389|Customer_389|48|Germany|232.0|2025-01-23
1390|Customer_390|49|France|233.5|2025-01-24
1391|Customer_391|20|USA|235.0|2025-01-25
1392|Customer_392|21|Canada|236.5|2025-01-26
1393|Customer_393|22|UK|238.0|2025-01-27
1394|Customer_394|23|Germany|239.5|2025-01-28
1395|Customer_395|24|France|241.0|2025-01-29
1396|Customer_396|25|USA|242.5|2025-01-30
1397|Customer_397|26|Canada|244.0|2025-01-31
1398|Customer_398|27|UK|245.5|2025-02-01
1399|Customer_399|28|Germany|247.0|2025-02-02
1400|Customer_400|29|France|248.5|2025-02-03
1401|Customer_401|30|USA|50.0|2025-02-04
1402|Customer_402|31|Canada|51.5|2025-02-05
1403|Customer_403|32|UK|53.0|2025-02-06
1404|Customer_404|33|Germany|54.5|2025-02-07
1405|Customer_405|34|France|56.0|2025-02-08
1406|Customer_406|35|USA|57.5|2025-02-09
1407|Customer_407|36|Canada|59.0|2025-02-10
1408|Customer_408|37|UK|60.5|2025-02-11
1409|Customer_409|38|Germany|62.0|2025-02-12
1410|Customer_410|39|France|63.5|2025-02-13
1411|Customer_411|40|USA|65.0|2025-02-14
1412|Customer_412|41|Canada|66.5|2025-02-15
1413|Customer_413|42|UK|68.0|2025-02-16
1414|Customer_414|43|Germany|69.5|2025-02-17
1415|Customer_415|44|France|71.0|2025-02-18
1416|Customer_416|45|USA|72.5|2025-02-19
1417|Customer_417|46|Canada|74.0|2025-02-20
1418|Customer_418|47|UK|75.5|2025-02-21
1419|Customer_419|48|Germany|77.0|2025-02-22
1420|Customer_420|49|France|78.5|2025-02-23
1421|Customer_421|20|USA|80.0|2025-02-24
1422|Customer_422|21|Canada|81.5|2025-02-25
1423|Customer_423|22|UK|83.0|2025-02-26
1424|Customer_424|23|Germany|84.5|2025-02-27
1425|Customer_425|24|France|86.0|2025-02-28
1426|Customer_426|25|USA|87.5|2025-03-01
1427|Customer_427|26|Canada|89.0|2025-03-02
1428|Customer_428|27|UK|90.5|2025-03-03
1429|Customer_429|28|Germany|92.0|2025-03-04
1430|Customer_430|29|France|93.5|2025-03-05
1431|Customer_431|30|USA|95.0|2025-03-06
1432|Customer_432|31|Canada|96.5|2025-03-07
1433|Customer_433|32|UK|98.0|2025-03-08
1434|Customer_434|33|Germany|99.5|2025-03-09
1435|Customer_435|34|France|101.0|2025-03-10
1436|Customer_436|35|USA|102.5|2025-03-11
1437|Customer_437|36|Canada|104.0|2025-03-12
1438|Customer_438|37|UK|105.5|2025-03-13
1439|Customer_439|38|Germany|107.0|2025-03-14
1440|Customer_440|39|France|108.5|2025-03-15
1441|Customer_441|40|USA|110.0|2025-03-16
1442|Customer_442|41|Canada|111.5|2025-03-17
1443|Customer_443|42|UK|113.0|2025-03-18
1444|Customer_444|43|Germany|114.5|2025-03-19
1445|Customer_445|44|France|116.0|2025-03-20
1446|Customer_446|45|USA|117.5|2025-03-21
1447|Customer_447|46|Canada|119.0|2025-03-22
1448|Customer_448|47|UK|120.5|2025-03-23
1449|Customer_449|48|Germany|122.0|2025-03-24
1450|Customer_450|49|France|123.5|2025-03-25
1451|Customer_451|20|USA|125.0|2025-03-26
1452|Customer_452|21|Canada|126.5|2025-03-27
1453|Customer_453|22|UK|128.0|2025-03-28
1454|Customer_454|23|Germany|129.5|2025-03-29
1455|Customer_455|24|France|131.0|2025-03-30
1456|Customer_456|25|USA|132.5|2025-03-31
1457|Customer_457|26|Canada|134.0|2025-04-01
1458|Customer_458|27|UK|135.5|2025-04-02
1459|Customer_459|28|Germany|137.0|2025-04-03
1460|Customer_460|29|France|138.5|2025-04-04
1461|Customer_461|30|USA|140.0|2025-04-05
1462|Customer_462|31|Canada|141.5|2025-04-06
1463|Customer_463|32|UK|143.0|2025-04-07
1464|Customer_464|33|Germany|144.5|2025-04-08
1465|Customer_465|34|France|146.0|2025-04-09
1466|Customer_466|35|USA|147.5|2025-04-10
1467|Customer_467|36|Canada|149.0|2025-04-11
1468|Customer_468|37|UK|150.5|2025-04-12
1469|Customer_469|38|Germany|152.0|2025-04-13
1470|Customer_470|39|France|153.5|2025-04-14
1471|Customer_471|40|USA|155.0|2025-04-15
1472|Customer_472|41|Canada|156.5|2025-04-16
1473|Customer_473|42|UK|158.0|2025-04-17
1474|Customer_474|43|Germany|159.5|2025-04-18
1475|Customer_475|44|France|161.0|2025-04-19
1476|Customer_476|45|USA|162.5|2025-04-20
1477|Customer_477|46|Canada|164.0|2025-04-21
1478|Customer_478|47|UK|165.5|2025-04-22
1479|Customer_479|48|Germany|167.0|2025-04-23
1480|Customer_480|49|France|168.5|2025-04-24
1481|Customer_481|20|USA|170.0|2025-04-25
1482|Customer_482|21|Canada|171.5|2025-04-26
1483|Customer_483|22|UK|173.0|2025-04-27
1484|Customer_484|23|Germany|174.5|2025-04-28
1485|Customer_485|24|France|176.0|2025-04-29
1486|Customer_486|25|USA|177.5|2025-04-30
1487|Customer_487|26|Canada|179.0|2025-05-01
1488|Customer_488|27|UK|180.5|2025-05-02
1489|Customer_489|28|Germany|182.0|2025-05-03
1490|Customer_490|29|France|183.5|2025-05-04
1491|Customer_491|30|USA|185.0|2025-05-05
1492|Customer_492|31|Canada|186.5|2025-05-06
1493|Customer_493|32|UK|188.0|2025-05-07
1494|Customer_494|33|Germany|189.5|2025-05-08
1495|Customer_495|34|France|191.0|2025-05-09
1496|Customer_496|35|USA|192.5|2025-05-10
1497|Customer_497|36|Canada|194.0|2025-05-11
1498|Customer_498|37|UK|195.5|2025-05-12
1499|Customer_499|38|Germany|197.0|2025-05-13
1500|Customer_500|39|France|198.5|2025-05-14
